query_id,query_text,query_language,query_type,expected_files,chunk_id,document_id,title,issuer,jurisdiction,language,local_file_path,source_url,page_reference,section_reference,lexical_rank,semantic_rank,hybrid_rank,chunk_text,human_label,reviewer_note
Q15,"What transparency, technical-documentation, and copyright-policy duties apply to providers of general-purpose AI models under the EU AI Act?",en,direct,phase2_5/eu_ai_act_2024_en.pdf,09fd1c9c-652d-576c-ada7-e9c29b8ac9b7,4ef73b7e-ac82-5b3d-b5ec-ec5b0639f4ad,2025年稳外资行动方案,商务部、国家发展和改革委员会（国务院办公厅转发）,CN,zh,phase2_5\cn_foreign_investment_action_plan_2025.html,https://www.mofcom.gov.cn/zcfb/zgdwjjmywg/art/2025/art_4a3fe49da8854e60ba50b51950e1429d.html,,国务院办公厅关于转发商务部、国家发展改革委《2025年稳外资行动方案》的通知,10,,,"传，推动政策落地。重大事项及时请示报告。
商务热点
商务部惠企政策专题
学习宣传贯彻党的二十大精神
消费品以旧换新
国家层面海外综合服务平台
商务帮扶
提振消费专项行动 政策集成和综合解读专栏
优化营商环境-国际贸易专题
外贸促进
外资企业问题诉求收集办理
电子商务公共服务
国际消费中心城市培育建设
稳外贸稳外资政策措施
丝路电商——电子商务国际合作
《区域全面经济伙伴关系协定》（RCEP）
中国国际进口博览会
市场运行与流通发展服务平台
2025年度网站工作年度报表
机构子站专题
中日经济高层对话
农产品贸易专题
出口商品技术指南",0,
Q15,"What transparency, technical-documentation, and copyright-policy duties apply to providers of general-purpose AI models under the EU AI Act?",en,direct,phase2_5/eu_ai_act_2024_en.pdf,e7f886b6-2c3c-526c-abfa-6a93f0494610,e564bfe4-14df-59e7-8194-196f0b7042ed,Regulation (EU) 2024/1689 (Artificial Intelligence Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_ai_act_2024_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32024R1689,Page 28,,,10,,"2019/790. Any provider placing
a g eneral-pur pose AI model on the Uni on market should comply with this obligation, regard less of the jur isdiction
in which the cop yr ight-relevant acts under pinning the training of those general-pur pose AI models take place. This
is necessar y to ensure a level pla ying fie ld among provider s of gene ral-pur pose AI models where no provider should
be able t o g ain a comp etitive advantage in the Union market by applying lower cop yr ight standards than those
pro vided in the Uni on.
(107) In order to increase transparency on the data that is used in the pre-training and training of general-pur pose AI
models, including text and data protect ed by cop yr ight law , it is adequate that provid ers of suc h models draw up and
mak e publicly a vailable a sufficiently detailed summar y of the content used f or training the g eneral-pur pose AI
model. While taking into due account the need to protect trade secrets and conf idential business inf or mation, this
summar y should be g enerally comp rehensive in its scope instead of te ch nically detailed to facilitat e par ties with",2,核心证据：要求GPAI提供者公开足够详细的训练内容摘要，直接对应训练数据透明度。
Q16,What rights do users of connected products have to access and share product data under the EU Data Act?,en,direct,phase2_5/eu_data_act_2023_en.pdf,9c26f4c8-d059-58a7-a7e6-9ba5b2652127,2225af69-0fbb-500a-aaf3-af1d38399e31,Regulation (EU) 2023/2854 (Data Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_data_act_2023_en.pdf,https://eur-lex.europa.eu/eli/reg/2023/2854/oj/eng,Page 12,,7,1,2,"ELI: http://data.europa.eu/eli/reg/2023/2854/oj 12/71
(34) The use of a connected product or relat ed ser vice ma y , in par ticular when the user is a natural person, generat e data
that relates to the data subject. Processing of such data is subject to the r ules established under Regulation
(EU) 2016/679, including where personal and non-personal data in a dataset are inextr icably linked . The data
subject ma y be the user or another natural person. Personal data ma y only be request ed by a controller or a data
subject. A user who is the data subject is, under cer tain circumstances, entitled under Regulation (EU) 2016/679 to
access personal data concer ning that user and such r ights are unaffect ed by this Regulation. U nder this Regulation,
the user who is a natural person is fur ther entitled to access all data ge nerated by the use of a connected product,
whether personal or non-personal. Where the user is not the data subject but an ent er pr ise, including a sole trader ,
and not in cases of shared household use of the connected product, the user is considered to be a controller .",0,
Q16,What rights do users of connected products have to access and share product data under the EU Data Act?,en,direct,phase2_5/eu_data_act_2023_en.pdf,bb73f9af-e762-566f-822c-97eed8cdc514,2225af69-0fbb-500a-aaf3-af1d38399e31,Regulation (EU) 2023/2854 (Data Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_data_act_2023_en.pdf,https://eur-lex.europa.eu/eli/reg/2023/2854/oj/eng,Page 11,,1,9,3,"connected products or relat ed
ser vices, stimulate inno vation on af term ark ets, but also to stimulate the development of entirely novel ser vices
making use of the data concer ned, including based on data from a var iety of connected products or relat ed ser vices.
At the same time, this Regulations aims to av oid under mining the inv estment incentives f or the type of connecte d
product from whic h the data are obtained, f or instance, by the use of data to develop a competing connected
product whic h is considered to be inte rchang eable or substitutable by users, in par ticular on the basis of the
connected product’ s c haracter istics, its pr ice and intended use. This Regulation provi des f or no prohibition on the
development of a related ser vice using data obtained under this Regulation as this w ould have an undesirable
discouraging effect on inno vation. Prohibiting the use of data accessed under this Regulation f or developing a
competing connected product prote cts data holders ’ innovati on eff or ts. Whether a connecte d product compet es
with the connected product from whic h the data or iginates depends on whether the two connecte d products are in",0,
Q16,What rights do users of connected products have to access and share product data under the EU Data Act?,en,direct,phase2_5/eu_data_act_2023_en.pdf,c40757c9-a533-5277-b629-d9b7e8206365,2225af69-0fbb-500a-aaf3-af1d38399e31,Regulation (EU) 2023/2854 (Data Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_data_act_2023_en.pdf,https://eur-lex.europa.eu/eli/reg/2023/2854/oj/eng,Page 9,,2,3,1,"ELI: http://data.europa.eu/eli/reg/2023/2854/oj 9/71
where applicable, via another data holder . Moreover , this Regulation does not prevent sect or -specif ic regulatory
requirements under U nion la w , or national law compati ble with U nion la w , which would excl ude or limit the use of
cer tain such data by the data holder on well-defined public policy grounds. This Regulation does not prevent users,
in the case of business-t o-business relations, from making data available to third par ties or data holders under an y
la wful contractual te r m, including by agreeing to limit or restr ict fur ther shar ing of such data, or from being
compen sated propor tionately , f or example in exc hange f or waiving their r ight to use or share such data. While the
notion of ‘data holder ’ g enerally does not include public sector bodies, it ma y include public under takings.
(26) T o f oste r the emergence of liquid, f air and efficient mark ets f or non-personal data, users of connected products
should be able to share data with others, including f or commercial pur poses, with minimal leg al and tec hnical",0,
Q16,What rights do users of connected products have to access and share product data under the EU Data Act?,en,direct,phase2_5/eu_data_act_2023_en.pdf,59b7bc8b-38c0-5d5e-91a8-2267adf21ba7,2225af69-0fbb-500a-aaf3-af1d38399e31,Regulation (EU) 2023/2854 (Data Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_data_act_2023_en.pdf,https://eur-lex.europa.eu/eli/reg/2023/2854/oj/eng,Page 4,,,2,6,"xamples of such electronic
communications ser vices include, in par ticular , land-based te lephone netw orks, television cable netw orks, satelli te-
based netw ork s and near -field communication networks. Connected products are f ound in all aspects of the
econom y and society , including in pr ivate, civil or commercial infrastr ucture, vehicles, health and lifes tyle
equipment, ships, aircraf t, home equipment and consumer goods, medical and health devices or agr icultural and
industr ial machiner y . Manufacturers’ design choices, and, where relevant, U nion or national law that addresses
sector -specifi c needs and objectives or relevant decisions of compet ent author ities, should deter mine whic h data a
connected product is capable of making av ailable.
(15) The data represent the digitisation of user actions and events and should according ly be accessible to the user . The
r ules f or access to and the use of data from connecte d products and relat ed ser vices under this Regulation address
both product data and related ser vice data. Product data refe rs to data generat ed by the use of a connecte d product",0,
Q16,What rights do users of connected products have to access and share product data under the EU Data Act?,en,direct,phase2_5/eu_data_act_2023_en.pdf,f1836f31-c2b1-5ff8-a9ce-09ac16052a8d,2225af69-0fbb-500a-aaf3-af1d38399e31,Regulation (EU) 2023/2854 (Data Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_data_act_2023_en.pdf,https://eur-lex.europa.eu/eli/reg/2023/2854/oj/eng,Page 5,,3,,7,"ELI: http://data.europa.eu/eli/reg/2023/2854/oj 5/71
ser vice by the pro vider . Data g enerate d by the use of a connected product or relat ed ser vice should be underst ood to
co ver data recorded intentionall y or data which result indirectly from the user ’s action, such as data about the
connected product’ s environment or inter actions. This should include data on the use of a connected product
ge nerated by a user interface or via a related ser vice, and should not be limite d to the inf or mation that such use
too k place, but should include all data that the connected product g enerate s as a result of such use, such as data
ge nerated automat ically by sensors and data recorded by embedded applications, including applications indicating
hardware status and malfunctions. This should also include data g enerate d by the connected product or relat ed
ser vice dur ing times of inaction by the user , such as when the user c hooses not to use a connecte d product f or a
given per iod of time and instea d to kee p it in stand-b y mode or even switched off, as the status of a connected",0,
Q16,What rights do users of connected products have to access and share product data under the EU Data Act?,en,direct,phase2_5/eu_data_act_2023_en.pdf,01c53318-5aa2-5c81-8989-d858ab868b50,2225af69-0fbb-500a-aaf3-af1d38399e31,Regulation (EU) 2023/2854 (Data Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_data_act_2023_en.pdf,https://eur-lex.europa.eu/eli/reg/2023/2854/oj/eng,Page 2,,,4,8,"roduct or relat ed
ser vice.
(6) Data generation is the result of the actions of at least two actors, in par ticular the designer or manufacturer of a
connected product, who ma y in many cases also be a provid er of relat ed ser vices, and the user of the connected
product or related ser vice. It gives r ise to questions of f air ness in the digital economy as the data recorded by
connected products or relat ed ser vices are an impor tant input f or af term ark et, ancillar y and other ser vices. In order
to realise the im por tant economic benefi ts of data, including by wa y of data shar ing on the basis of v oluntar y
agreements and the development of data-dr iven value creation by U nion enter pr ises, a ge neral approach to
assigning r ights regarding access to and the use of data is preferable to awar ding exclusive r ights of access and use.
This Regulation provid es f or hor izontal r ules which could be f ollowe d by U nion or national la w that addresses the
specifi c situations of the relevant sect ors.
(7) The fundamental r ight to the protection of personal data is safeguarded, in par ticular , by Regulations
(EU) 2016/679 (
6
) and (EU) 2018/1725 (
7",0,
Q16,What rights do users of connected products have to access and share product data under the EU Data Act?,en,direct,phase2_5/eu_data_act_2023_en.pdf,0764b68b-7646-594c-ab66-0efc8ad696b5,387e17ca-0ac5-52f3-bfe2-dc874a387156,Regulation (EU) 2023/1781 (Chips Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_chips_act_2023_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32023R1781,Page 37,,4,,9,"1301/2013, (EU) No 1303/2013, (EU)
No 1304/2013, (EU) No 1309/2013, (EU) No 1316/2013, (EU) No 223/2014, (EU) No 283/2014, and Decision No 541/2014/EU
and repealing Regulation (EU, Euratom) No 966/2012 (OJ L 193, 30.7.2018, p. 1).
EN
Offi cial Jour nal of the European Uni on 18.9.2023 L 229/37",0,
Q16,What rights do users of connected products have to access and share product data under the EU Data Act?,en,direct,phase2_5/eu_data_act_2023_en.pdf,231a44a5-23b5-54d4-bb0d-52edebf6f8d3,2225af69-0fbb-500a-aaf3-af1d38399e31,Regulation (EU) 2023/2854 (Data Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_data_act_2023_en.pdf,https://eur-lex.europa.eu/eli/reg/2023/2854/oj/eng,Page 8,,8,5,4,"ELI: http://data.europa.eu/eli/reg/2023/2854/oj 8/71
inter acts with a connecte d product via a vir tual assistant provi ded by an entity other than the manufacturer of the
connected product should also be covered by the data access r ights provi ded f or in this Regulation. Howe ver , only
the data ar ising from the inter action between the user and a connected product or relat ed ser vice through the
vir tual assistant should be covered by this Regulation. Data produced by the vir tual assistant whic h are unrelated to
the use of a connected product or relat ed ser vice are not co vered by this Regulation.
(24) Bef ore concluding a contract f or the purchas e, rent, or lease of a connected product, the seller , rentor or lessor , whic h
ma y be the manufacturer , should provide to the user inf or mation rega rding the product data which the connected
product is capable of generating , including the type, f or mat and the estimat ed volume of such data, in a clear and
compreh ensible manner . This could include inf or mation on data str uctures, data f or mats, vocabularies,",0,
Q16,What rights do users of connected products have to access and share product data under the EU Data Act?,en,direct,phase2_5/eu_data_act_2023_en.pdf,6a2c9cdc-eb7d-58f8-96c6-7721f79d9543,2225af69-0fbb-500a-aaf3-af1d38399e31,Regulation (EU) 2023/2854 (Data Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_data_act_2023_en.pdf,https://eur-lex.europa.eu/eli/reg/2023/2854/oj/eng,Page 5,,5,,10,"or use by an online ser vice.
(17) It is necessar y to la y down r ules regarding products that are connected to a related ser vice at the time of the
purchas e, rent or lease in such a wa y that its absence would prevent the connected product from perf or ming one or
more of its functions, or which is subsequently connected to the product by the manuf acturer or a third par ty to add
to or adapt the functionality of the connecte d product. Such relat ed ser vices inv olve the exc hange of data between
the connected product and the ser vice provider and should be understood to be explicitly linked to the operation of
the connected product’s functions, such as ser vices that, where applicable, transmit commands to the connected
product that are able to have an impact on its action or beha viour . Ser vices whic h do not have an impact on the
operation of the connected product and which do not inv olve the transmitting of data or commands to the
connected product by the ser vice provid er should not be considered to be related ser vices. Such ser vices could
OJ L, 22.12.2023 EN",0,
Q16,What rights do users of connected products have to access and share product data under the EU Data Act?,en,direct,phase2_5/eu_data_act_2023_en.pdf,6b39ed2f-9e21-5f9a-82b4-85d6b0b41264,2225af69-0fbb-500a-aaf3-af1d38399e31,Regulation (EU) 2023/2854 (Data Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_data_act_2023_en.pdf,https://eur-lex.europa.eu/eli/reg/2023/2854/oj/eng,Page 6,,6,8,5,"to whether the ser vice is
provid ed as par t of the purchase, rent or lease contract, this Regulation should apply . Neither the po wer supply , nor
the supply of the connectivity are to be inte r preted as related ser vices under this Regulation.
(18) The user of a connected product should be underst ood to be a natural or leg al person, such as a business, a consumer
or a public sect or body , that o wns a connected product, has received cer tain te mporar y r ights, f or exam ple by means
of a rental or lease agreement, to access or use data obtained from the connected product, or receives relat ed ser vices
f or the connecte d product. Those access r ights should in no wa y alter or interfe re with the r ights of data subjects
who ma y be inter acting with a connected product or a related ser vice regarding personal data generat ed by the
connected product or dur ing the pro vision of the related ser vice. The user bears the r isks and enjo ys the benefits of
using the connected product and should also enjo y access to the data it g enerate s. The user should theref ore be",0,
Q16,What rights do users of connected products have to access and share product data under the EU Data Act?,en,direct,phase2_5/eu_data_act_2023_en.pdf,fed3c5f2-0bc5-5188-9b1e-f677fda92e2f,2225af69-0fbb-500a-aaf3-af1d38399e31,Regulation (EU) 2023/2854 (Data Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_data_act_2023_en.pdf,https://eur-lex.europa.eu/eli/reg/2023/2854/oj/eng,Page 38,,,6,,"ELI: http://data.europa.eu/eli/reg/2023/2854/oj 38/71
(g) the user ’s r ight to lodg e a compl aint alleging an infr ingement of any of the provis ions of this Chapt er with the
compet ent author ity designat ed pursuant to Ar ticle 37;
(h) whether a prospective data holder is the holder of trade secrets contained in the data that is accessible from the
connected product or ge nerated dur ing the provision of a relat ed ser vice, and, where the prospective data holder is not
the trade secret holder , the identity of the trade secret holder;
(i) the duration of the contract between the user and the prospective data holder , as well as the ar rangements f or
term inating such a contract.
Ar ticle 4
The r ights and obligations of users and data holders with regard to access, use and making available product dat a
and related ser vice dat a
1. Where data cannot be directly accessed by the user from the connected product or relat ed ser vice, data holders shall
make readily available data, as well as the relevant metadata necessar y to interpr et and use those data, accessible to the user",0,
Q16,What rights do users of connected products have to access and share product data under the EU Data Act?,en,direct,phase2_5/eu_data_act_2023_en.pdf,c515c99e-f850-515e-b6e8-713cf2848978,2225af69-0fbb-500a-aaf3-af1d38399e31,Regulation (EU) 2023/2854 (Data Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_data_act_2023_en.pdf,https://eur-lex.europa.eu/eli/reg/2023/2854/oj/eng,Page 7,,,7,,"ecte d products or related ser vices.
Where subsequent update s or altera tions to a connecte d product or a related ser vice, by the manufa cturer or
another par ty , lead to additional accessible data or a restr iction of initially accessible data, such c hange s should be
communicated to the user in the context of the update or alteration.
(21) Where several persons or entities are considered to be users, f or exam ple in the case of co-ownership or where an
o wner , renter or lessee shares r ights of data access or use, the design of the connected product or relat ed ser vice, or
the relevant interface, should enable each user to have access to the data they g enerate. Use of connected products
that generat e data typically requires a user account to be set up. Such an account allows the user to be identif ied by
the data holder , whic h ma y be the manufacturer . It can also be used as a means of communication and to submit
and process data access requests. Where several manuf acturers or related ser vices providers hav e sold, rent ed or
leased connected products or provid ed relat ed ser vices, integrat ed tog ether , to the same user , the user should tur n to",0,
Q16,What rights do users of connected products have to access and share product data under the EU Data Act?,en,direct,phase2_5/eu_data_act_2023_en.pdf,9e9cf14a-e1c5-55dc-8c1c-f4926156ebad,2225af69-0fbb-500a-aaf3-af1d38399e31,Regulation (EU) 2023/2854 (Data Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_data_act_2023_en.pdf,https://eur-lex.europa.eu/eli/reg/2023/2854/oj/eng,Page 6,,9,,,"and machine-readable f or mat.
Product data and related ser vice data that a data holder la wfully obtains or can la wfully obtain from the connected
product or related ser vice, such as by means of the connected product design, the data holder ’s contract with the
user f or the provis ion of relat ed ser vices, and its tec hnical means of data access, without dispropor tionate eff or t, are
refer red to as ‘readily available data’ . Readily available data does not include data ge nerated by the use of a connecte d
product where the design of the connected product does not provide f or such data being stored or transmitte d
outside the component in whic h the y are ge nerated or the connected product as a whole. This Regulation should
theref ore not be underst ood to imp ose an obligation to st ore data on the central computi ng unit of a connected
OJ L, 22.12.2023 EN",0,
Q16,What rights do users of connected products have to access and share product data under the EU Data Act?,en,direct,phase2_5/eu_data_act_2023_en.pdf,53a1ac76-0128-5119-a360-60959a38c94f,e564bfe4-14df-59e7-8194-196f0b7042ed,Regulation (EU) 2024/1689 (Artificial Intelligence Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_ai_act_2024_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32024R1689,Page 16,,10,,,"er takings ’
capital requirements should not be considered t o be high-r isk under this Regulation. Moreove r , AI systems intended
EN
OJ L, 12.7.2024
16/144 ELI: http://data.europa.eu/eli/reg/2024/1689/oj",0,
Q16,What rights do users of connected products have to access and share product data under the EU Data Act?,en,direct,phase2_5/eu_data_act_2023_en.pdf,a4176d1f-4f8f-5092-b43d-efa08d9ac880,2225af69-0fbb-500a-aaf3-af1d38399e31,Regulation (EU) 2023/2854 (Data Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_data_act_2023_en.pdf,https://eur-lex.europa.eu/eli/reg/2023/2854/oj/eng,Page 14,,,10,,"ELI: http://data.europa.eu/eli/reg/2023/2854/oj 14/71
access r ight. Such inclusion w ould also like ly limit the benefits of this Regulation f or SMEs, linked to the f air ness of
the distr ibution of data value across mark et actors. This means that an under taking that provid es core platf or m
ser vices that has been designated as a gat eke eper cannot request or be grant ed access to users’ data generat ed by the
use of a connected product or relat ed ser vice or by a vir tual assistant pursuant to this Regulation. Fur ther more, third
par ties to whom data are made av ailable at the request of the user ma y not mak e the data av ailable to a gat ek eeper .
For instance, the third par ty ma y not subcontract the ser vice provision to a g atek eeper . However , this does not
prevent third par ties from using data processing ser vices offered by a gat ekee per . Nor does it prevent those
under takings from obtaining and using the same data through other la wful means. The access r ights pro vided f or in
this Regulation contr ibute to a wider c hoice of ser vices f or consumers. As voluntary agreements between",0,
Q17,"How does the EU Chips Act aim to strengthen semiconductor capacity, innovation, and supply-chain resilience?",en,direct,phase2_5/eu_chips_act_2023_en.pdf,0764b68b-7646-594c-ab66-0efc8ad696b5,387e17ca-0ac5-52f3-bfe2-dc874a387156,Regulation (EU) 2023/1781 (Chips Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_chips_act_2023_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32023R1781,Page 37,,1,,1,"1301/2013, (EU) No 1303/2013, (EU)
No 1304/2013, (EU) No 1309/2013, (EU) No 1316/2013, (EU) No 223/2014, (EU) No 283/2014, and Decision No 541/2014/EU
and repealing Regulation (EU, Euratom) No 966/2012 (OJ L 193, 30.7.2018, p. 1).
EN
Offi cial Jour nal of the European Uni on 18.9.2023 L 229/37",0,
Q17,"How does the EU Chips Act aim to strengthen semiconductor capacity, innovation, and supply-chain resilience?",en,direct,phase2_5/eu_chips_act_2023_en.pdf,ac584a3e-d4c4-5cf1-a2ec-0fc5441a3cb5,387e17ca-0ac5-52f3-bfe2-dc874a387156,Regulation (EU) 2023/1781 (Chips Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_chips_act_2023_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32023R1781,Page 2,,,1,2,"U nion (TFEU). Those measures should not
entail the har monisation of national la ws and regulations. In this regard, the U nion should reinf orce the
competitiveness and resilience of the semiconduct or tec hnological and industr ial base, whilst strengthening the
innovati on capacity of its semiconduct or ecosystem across the U nion, reducing dependence on a limited number of
third-countr y compan ies and g eographies, and strengthening its capacity to design and produce, packag e, reuse and
recy cle advanced semiconduct ors. The Chips f or Europe Initiative (the ‘Initiative’ ) established by this Regulation
should suppor t those aims by br idging the gap between the Union’s advanced research and innovati on capabilities
and their sustainable industr ial exploitation. The Initiative should promot e capacity building to enable design,
production and systems integrat ion in next-generation semiconduct or tec hnologies, and should enhance
collaboration among ke y pla ye rs across the Union, strengthening the Union’s semiconduct or supply and value
c hains, ser ving ke y industr ial sectors and creating new mark ets.",0,
Q17,"How does the EU Chips Act aim to strengthen semiconductor capacity, innovation, and supply-chain resilience?",en,direct,phase2_5/eu_chips_act_2023_en.pdf,002aa9d8-f348-5dbc-bec5-3e380c4056fc,e564bfe4-14df-59e7-8194-196f0b7042ed,Regulation (EU) 2024/1689 (Artificial Intelligence Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_ai_act_2024_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32024R1689,Page 89,,2,,3,"with Ar ticle 62(1), point (c). The Commission shall proactively coordinate with
national compet ent author ities, where relevant.
OJ L, 12.7.2024
EN
ELI: http://data.europa.eu/eli/reg/2024/1689/oj 89/144",0,
Q17,"How does the EU Chips Act aim to strengthen semiconductor capacity, innovation, and supply-chain resilience?",en,direct,phase2_5/eu_chips_act_2023_en.pdf,cb35ef1f-4453-5887-8bce-ebaea17b4001,387e17ca-0ac5-52f3-bfe2-dc874a387156,Regulation (EU) 2023/1781 (Chips Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_chips_act_2023_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32023R1781,Page 18,,,2,4,"HA VE ADOPTED THIS REGUL A TION:
CHAPTE R I
General pro visions
Ar ticle 1
Subject matter and general objectiv es
1. This Regulation establishes a framework f or strengthening the semiconductor ecosyste m at Union level, in par ticular
through the f ollowi ng measures:
(a) the establishment of the Chips f or Europe Initiative (the ‘Initiative’);
(b) setting the cr ite r ia to recognise and to suppor t integrat ed production facilities and open EU f oundr ies that are f irst-of-a-
kind facilities and that f oste r the secur ity of supply and the resilience of the Union’s semiconduct or ecosystem ;
(c) setting up a coordination mechanis m between the Member Stat es and the Commission f or mapping and monitori ng
the U nion’s semiconduct or sector as well as cr isis prevention and response to semiconduct or shor tag es and, where
relevant, consulting stak eholders from the semiconduct or sect or .
2. The f irst ge neral objective of this Regulation is to ensure the conditions necessar y f or the compet itiveness and
innovati on capacity of the U nion and to ensure the adjustment of the industr y to str uctural chang es.",0,
Q17,"How does the EU Chips Act aim to strengthen semiconductor capacity, innovation, and supply-chain resilience?",en,direct,phase2_5/eu_chips_act_2023_en.pdf,02a9b78a-eff4-56fb-af88-76c24dcf3927,50c9f3d3-f5ab-5f8f-8191-bd601d25cd73,“十四五”数字经济发展规划,中华人民共和国国务院,CN,zh,phase2_5\cn_digital_economy_14th_fyp_2021.html,https://www.miit.gov.cn/xwdt/szyw/art/2022/art_4ecc233a663b44329d0863e60b51192b.html,,国务院关于印发“十四五”数字经济发展规划的通知,3,,5,"生活服务领域的应用，拓展创新、生产、供应链等资源共享新空间。发展基于数字技术的智能经济，加快优化智能化产品和服务运营，培育智慧销售、无人配送、智能制造、反向定制等新增长点。完善多元价值传递和贡献分配体系，有序引导多样化社交、短视频、知识分享等新型就业创业平台发展。
（四）营造繁荣有序的产业创新生态。
发挥数字经济领军企业的引领带动作用，加强资源共享和数据开放，推动线上线下相结合的创新协同、产能共享、供应链互通。鼓励开源社区、开发者平台等新型协作平台发展，培育大中小企业和社会开发者开放协作的数字产业创新生态，带动创新型企业快速壮大。以园区、行业、区域为整体推进产业创新服务平台建设，强化技术研发、标准制修订、测试评估、应用培训、创业孵化等优势资源汇聚，提升产业创新服务支撑水平。
七、持续提升公共服务数字化水平
（一）提高“互联网+政务服务”效能。
全面提升全国一体化政务服务平台功能，加快推进政务服务标准化、规范化、便利化，持续提升政务服务数字化、智能化水平，实现利企便民高频服务事项“一网通办”。建立健全政务数据共享协调机制，加快数字身份统一认证和电子证照、电子签章、电子公文等互信互认，推进发票电子化改革，促进政务数据共享、流程优化和业务协同。推动政务服务线上线下整体联动、全流程在线、向基层深度拓展，提升服务便利化、共享化水平。开展政务数据与业务、服务深度融合创新，增强基于大数据的事项办理需求预测能力，打造主动式、多层次创新服务场景。聚焦公共卫生、社会安全、应急管理等领域，深化数字技术应用，实现重大突发公共事件的快速响应和联动处置。
（二）提升社会服务数字化普惠水平。
加快推动文化教育、医疗健康、会展旅游、体育健身等领域公共服务资源数字化供给和网络化服务，促进优质资源共享复用。充分运用新型数字技术，强化就业、养老、儿童福利、托育、家政等民生领域供需对接，进一步优化资源配置。发展智慧广电网络，加快推进全国有线电视网络整合和升级改造。深入开展电信普遍服务试点，提升农村及偏远地区网络覆盖水平。加强面向革命老区、民族地区、边疆地区、脱贫地区的远程服务，拓展教育、医疗、社保、对口帮扶等服务内容，助力基本公共服务均等化。加强信息无障碍建设，提升面向特殊群体的数字化社会服务能力。促进社会服务和数字平台深度融合，探索多领域跨界合作，推动医养结合、文教结合、体医结合、文旅融合。
（三）推动数字城乡融合发展。",0,
Q17,"How does the EU Chips Act aim to strengthen semiconductor capacity, innovation, and supply-chain resilience?",en,direct,phase2_5/eu_chips_act_2023_en.pdf,2c95a77d-0474-56e3-b9fb-a535ba754b64,387e17ca-0ac5-52f3-bfe2-dc874a387156,Regulation (EU) 2023/1781 (Chips Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_chips_act_2023_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32023R1781,Page 9,,,3,6,"bles the green transition of
man y other sector s. T o attract inv estments to the Union’s semiconductor sector and contr ibut e to wards secur ity of
supply of semiconduct ors and resilience of the U nion’s semiconduct or ecosyste m, Member States ma y apply
suppor t measures, including incentives, and provide f or administrative suppor t in national per mit-granting
procedures f or integrat ed production facilities and open EU f oundr ies. This is without prejudice to the compet ence
of the Commission in the fi eld of Stat e aid under Ar ticles 107 and 108 TFEU, where relevant. T o ensure the cor rect
and efficient application of the Stat e aid r ules, in its communication of 8 Febr uar y 2022 entitled ‘ A Chips A ct f or
Europe’, the Commission has already recognised the need f or a case-by-case assessment regarding State aid grant ed
to advanced semiconduct or production fa cilities with a view to safegua rding the U nion’s secur ity of supply and
supply-ch ain resilience while generating significant positive impacts on the wider economy . Fur ther more, the",0,
